Donald Trump,John Kasich,Ted Cruz,fips
0.3311945724361917,0.05319267549571498,0.37023076923076925,6011
0.3456164953906694,0.061241647083270755,0.3322151898734177,6015
0.4325233591963612,0.07031485733911641,0.2625357142857143,6019
0.3610404205322205,0.05645227547271555,0.3443543654706005,6025
0.4609823277000364,0.06575141427083156,0.30626822428576145,6029
0.3332412011158387,0.07031485733911641,0.30879104477611974,6031
0.3875492099272393,0.037178248398245614,0.34910978462531267,6033
0.44783227579679474,0.08543529154952433,0.31469841269841253,6035
0.34090523447115834,0.05383334076188383,0.30468000000000006,6039
0.34296489808044683,0.056790208540911345,0.31469841269841253,6047
0.41890947708763254,0.07836679002064702,0.3322151898734177,6049
0.35268841376302906,0.08231417196665224,0.25037007874015754,6077
0.5409927821061463,0.0680257980039875,0.2782782671377406,6093
0.3658933460796919,0.059353863701905034,0.31469841269841253,6099
0.40205771690590963,0.03476051133374178,0.38315104391541427,6101
0.4389774315548988,0.07231796765048017,0.37763444759630416,6103
0.3533400392741752,0.056443014277649764,0.3203875800749117,6107
0.41422209721197695,0.03728823516338955,0.3592058823529417,6115
0.41349628105726854,0.044461421875453516,0.2603461538461539,10001
0.3039082857297636,0.19094100265129127,0.3020934288325325,18005
0.33971049438686357,0.25909064207854215,0.26789025890290985,18011
0.4189219533616914,0.15896349781718502,0.26377094972067056,18013
0.3756068496201422,0.07878563829039753,0.28832337124573176,18019
0.38426828118409717,0.3152702572353609,0.28832337124573176,18029
0.35386926300237237,0.21977644430059812,0.3062553191489362,18037
0.34614580914746285,0.08936940191208192,0.31469841269841253,18039
0.3325392894582667,0.2361391402814075,0.26789025890290985,18043
0.39167022824498166,0.17530400577141708,0.27027678658613147,18047
0.3523291117000677,0.22251192850242324,0.2747621918180127,18059
0.4490707290872794,0.12595271448439024,0.3062553191489362,18061
0.34854241478321724,0.14517745343646427,0.3002195121951217,18063
0.3473708389719153,0.12528372342091484,0.3443543654706005,18073
0.3400659358925467,0.18258402361109358,0.3020934288325325,18081
0.32629373905624937,0.15737520742509117,0.30879104477611974,18085
0.3800610072801913,0.2327294492196041,0.30813436705796204,18087
