Donald Trump,John Kasich,Ted Cruz,fips
0.3456299999999999,0.110845912387422,0.3039405763688567,6003
0.4185752039618806,0.0928846153846154,0.2352100000000002,6005
0.32837197884028674,0.11503471310581524,0.2935501309638599,6007
0.4222829416131075,0.10151232451697162,0.24843944814356406,6009
0.43588257838956906,0.11503471310581524,0.20149524749716277,6017
0.3183956060135429,0.1032473769774231,0.3435800000000004,6021
0.36218056408526644,0.10697258457944336,0.3015301309638599,6023
0.36177238231738457,0.10449999999999998,0.27299616811363925,6027
0.42341405013656297,0.0928846153846154,0.2762860371497796,6043
0.3594701587967352,0.1000004739836697,0.31766013096386,6045
0.35952284874940454,0.1032473769774231,0.26879559691392624,6051
0.39021,0.11503471310581524,0.25221999999999994,6053
0.3567678382048867,0.13485714285714287,0.18509163406370585,6057
0.3338370041690271,0.1426890729367713,0.19061419677694358,6061
0.3717723823173844,0.11503471310581524,0.2761160371497795,6063
0.4261399999999999,0.14047974232207378,0.27558000000000005,6065
0.3181589945311533,0.1426890729367713,0.24939000000000008,6067
0.4278970963982616,0.1032473769774231,0.27479328002992487,6069
0.41242999999999996,0.10449999999999998,0.2930800000000001,6071
0.3556039868456607,0.09962499999999999,0.28954013096386005,6089
0.34213743762038634,0.1032473769774231,0.33101341099378495,6091
0.42113,0.1406715585468514,0.21942000000000011,6095
0.3551744788523626,0.12385560032211129,0.32719000000000015,6105
0.36968179753792496,0.10151232451697162,0.2961660371497796,6109
0.33017040528853137,0.10449999999999998,0.24992013096385976,6113
0.2959472447547325,0.1775,0.22829669102370942,9003
0.29221357019995886,0.1685106566586571,0.17601301030779187,9005
0.28419211299995956,0.12304554782405933,0.17712897896134486,9007
0.30810999999999983,0.1426890729367713,0.19587328002992493,9009
0.320819494414514,0.1406715585468514,0.21340104771087873,9011
0.31988897887673895,0.12385560032211129,0.2092175151971052,9013
0.33507417474498524,0.10697258457944336,0.2569901554762805,9015
0.3280789945311533,0.1406715585468514,0.20638963149388057,10003
0.32236390484137295,0.08950283477679466,0.21578312011969897,10005
0.3599345527831923,0.10697258457944336,0.29421013096386,15001
0.2911008621770756,0.1849428571428571,0.20483067838635038,18057
0.2927344844375066,0.1849428571428571,0.22865514960866856,20091
0.3519883855930461,0.12612461572740188,0.16451039289157948,24003
0.402708385593046,0.12612461572740188,0.1657201309638599,24005
0.3703470963982617,0.13485714285714287,0.17732880460792125,24009
0.40955000000000036,0.0928846153846154,0.2612632800299247,24011
0.3694653051356092,0.1594866204958619,0.17627366096455035,24013
0.3938722992629127,0.11503471310581524,0.20403514960866864,24015
0.35742709639826153,0.12304554782405933,0.19060000000000002,24017
0.4020499715007729,0.11503471310581524,0.17770485460558338,24021
0.3661728751025114,0.12385560032211129,0.16734367292150423,24025
0.3467863999022587,0.09270853484745918,0.18384976245774037,24029
0.39608,0.18063453796662,0.21103000000000008,24033
0.36783853394951715,0.11503471310581524,0.16491946570418586,24035
0.3544672317677285,0.110845912387422,0.19024013096385992,24037
0.3602561127130633,0.1032473769774231,0.18195884346176489,24041
0.30856031759347047,0.10697258457944336,0.1426717306180532,24047
0.2796271772517939,0.504,0.20054322163522337,27019
0.37297413067975776,0.14234075734799997,0.20768410095363776,27031
0.3238809637018661,0.12385560032211129,0.20622414537260592,27037
0.2965700955230081,0.15421212121212113,0.2054397635300703,27053
0.30672596261239127,0.12385560032211129,0.23127850314162765,27139
0.30639452271286116,0.18447428042856093,0.1837665398886413,27163
0.3480066156548417,0.17787957364939264,0.281329162438622,30029
0.3593998521383411,0.19645067085538578,0.22220165992176713,30031
0.334828332117066,0.18294426850433995,0.23021183899610612,30043
0.3378591875706721,0.10449999999999998,0.3291500000000003,30047
0.35993986092872154,0.1849428571428571,0.2721894079421249,30057
0.3502694340624686,0.17787957364939264,0.2634915780195893,30063
0.34316254424459125,0.1594866204958619,0.3713919464935229,30081
0.3167099999999998,0.1426890729367713,0.22911000000000004,34001
0.40469849246328593,0.110845912387422,0.17001524749716285,34005
0.40033760228175985,0.1685106566586571,0.27550000000000013,34007
0.3767572447547327,0.12612461572740188,0.17973010201749381,34009
0.40174,0.15421212121212113,0.1945300000000001,34013
0.3920861362312771,0.12385560032211129,0.20766695295142898,34015
0.38120999999999994,0.15421212121212113,0.19844000000000006,34017
0.30481760228175997,0.1685106566586571,0.17059000000000002,34021
0.38422999999999996,0.18508083937357012,0.20003013096385985,34023
0.4177258412559983,0.12304554782405933,0.18513310076689962,34029
0.34649999999999986,0.14234075734799997,0.21447999999999998,34031
0.3692096333015993,0.1594866204958619,0.19237529045034713,34037
0.39564,0.17462499999999997,0.20228000000000004,34039
0.392788385593046,0.110845912387422,0.20739052195517843,34041
0.3046606437126075,0.4320000000000001,0.23222026192771975,35028
0.3729428030067713,0.1032473769774231,0.24419052385543935,35049
0.3356756060135428,0.14076481507457803,0.23758603714977958,36001
0.4067100000000002,0.15421212121212113,0.25042000000000014,36005
0.32666272923602074,0.10697258457944336,0.25116893883554936,36021
0.42578303897120534,0.1406715585468514,0.20177065481929923,36027
0.42852434115299415,0.15421212121212113,0.21951013096385985,36071
0.37202419279652316,0.15421212121212113,0.22500000000000014,36079
0.3169976010259419,0.16063636631157396,0.13797146188424292,36091
0.3387481077262516,0.09270853484745918,0.2302249855694432,36111
0.350006949267982,0.11503471310581524,0.2449136729215042,41003
0.3640903284106517,0.10697258457944336,0.17560935306103345,41005
0.37093007464702027,0.1032473769774231,0.2682461681136394,41007
0.4379912796443128,0.10697258457944336,0.2728466135186361,41009
0.3696426419304655,0.1440241145496522,0.3159700000000002,41015
0.3607423978848462,0.13765455910107405,0.19442968723943072,41017
0.3323484090203145,0.12612461572740188,0.2808501309638598,41027
0.3517133709305464,0.1032473769774231,0.28781039289157956,41029
0.3300143268415939,0.10004346910317893,0.28792013096385993,41033
0.3578602436626408,0.1032473769774231,0.2718302619277197,41039
0.36304261340832517,0.1032473769774231,0.25940603714977956,41041
0.3410750487142426,0.1426890729367713,0.21931968365860213,41051
0.3529108105770626,0.1032473769774231,0.2955936729215043,41053
0.32114025230087234,0.1000004739836697,0.3429800000000003,41057
0.3298691855771699,0.18230811292428994,0.18786104771087875,41067
0.3271348906394861,0.10697258457944336,0.29991013096385993,41071
0.390316742686865,0.13485714285714287,0.17914969921698595,42017
0.31735674936020963,0.14047974232207378,0.1771736833107445,42029
0.3975648470364925,0.1406715585468514,0.15747116741754952,42045
0.31400332613367593,0.1426890729367713,0.1553494102431613,42091
0.3611946959319129,0.12385560032211129,0.24437270176080733,42095
0.295257577932072,0.3235,0.1434429975663648,44001
0.32383134246175965,0.18063453796662,0.20210591661680533,44003
0.36855507428892514,0.14234075734799997,0.16407296368852672,44005
0.33272999999999997,0.17462499999999997,0.29263,44007
0.29093828033552166,0.17611538461538456,0.1273247213473351,44009
0.40579000000000015,0.11334839727466761,0.23919942173088252,54037
0.3418613028063411,0.12385560032211129,0.22162656100521883,55025
0.29595520017343996,0.3235,0.13415037576488759,55089
0.3422850906130708,0.1440241145496522,0.1659648881620472,55131
0.28727793483452546,0.2008994077801823,0.17633679225612806,55133
